8.0000e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00 9.2857e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.7500e-01 3.3333e-01 0.0000e+00 9.0000e-01 3.3333e-01 0.0000e+00 3.3333e-01 9.1667e-01 3.3333e-01 0.0000e+00 8.7500e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00 9.2857e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.7500e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00 9.2857e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00 9.0909e-01 3.3333e-01 0.0000e+00 9.6296e-01 3.3333e-01 0.0000e+00 8.3333e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00
6.6667e-01 8.5714e-01 8.5714e-01 5.0000e-01 8.5714e-01 8.5714e-01 6.6667e-01 8.5714e-01 8.5714e-01 6.6667e-01 8.5714e-01 8.5714e-01 8.1818e-01 8.5714e-01 8.5714e-01 0.0000e+00 8.5714e-01 8.5714e-01 8.0000e-01 8.5714e-01 8.5714e-01 8.3333e-01 8.5714e-01 8.5714e-01 8.7500e-01 8.5714e-01 8.5714e-01 8.5714e-01 9.0000e-01 8.5714e-01 8.5714e-01 8.3333e-01 8.5714e-01 8.5714e-01 6.6667e-01 8.5714e-01 8.5714e-01 6.6667e-01 8.5714e-01 8.5714e-01 8.1818e-01 8.5714e-01 8.5714e-01 0.0000e+00 8.5714e-01 8.5714e-01 8.0000e-01 8.5714e-01 8.5714e-01 8.3333e-01 8.5714e-01 8.5714e-01 6.6667e-01 8.5714e-01 8.5714e-01 6.6667e-01 8.5714e-01 8.5714e-01 8.1818e-01 8.5714e-01 8.5714e-01 0.0000e+00 8.5714e-01 8.5714e-01 6.6667e-01 8.5714e-01 8.5714e-01 6.6667e-01 8.5714e-01 8.5714e-01 8.8889e-01 8.5714e-01 8.5714e-01 9.6000e-01 8.5714e-01 8.5714e-01 3.3333e-01 8.5714e-01 8.5714e-01 6.6667e-01 8.5714e-01 8.5714e-01 6.6667e-01 8.5714e-01 8.5714e-01
8.0000e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.0000e-01 0.0000e+00 3.3333e-01 8.8889e-01 0.0000e+00 3.3333e-01 9.2857e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.7500e-01 0.0000e+00 3.3333e-01 9.0000e-01 0.0000e+00 3.3333e-01 3.3333e-01 9.1667e-01 0.0000e+00 3.3333e-01 8.7500e-01 0.0000e+00 3.3333e-01 8.0000e-01 0.0000e+00 3.3333e-01 8.8889e-01 0.0000e+00 3.3333e-01 9.2857e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.7500e-01 0.0000e+00 3.3333e-01 8.0000e-01 0.0000e+00 3.3333e-01 8.8889e-01 0.0000e+00 3.3333e-01 9.2857e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.0000e-01 0.0000e+00 3.3333e-01 8.8889e-01 0.0000e+00 3.3333e-01 9.0909e-01 0.0000e+00 3.3333e-01 9.6296e-01 0.0000e+00 3.3333e-01 8.3333e-01 0.0000e+00 3.3333e-01 8.0000e-01 0.0000e+00 3.3333e-01 8.8889e-01 0.0000e+00 3.3333e-01
8.0000e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00 9.2857e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.7500e-01 3.3333e-01 0.0000e+00 9.0000e-01 3.3333e-01 0.0000e+00 3.3333e-01 9.1667e-01 3.3333e-01 0.0000e+00 8.7500e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00 9.2857e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.7500e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00 9.2857e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00 9.0909e-01 3.3333e-01 0.0000e+00 9.6296e-01 3.3333e-01 0.0000e+00 8.3333e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00
0.0000e+00 8.0000e-01 8.0000e-01 6.6667e-01 8.0000e-01 8.0000e-01 0.0000e+00 8.0000e-01 8.0000e-01 8.0000e-01 8.0000e-01 8.0000e-01 9.0000e-01 8.0000e-01 8.0000e-01 6.6667e-01 8.0000e-01 8.0000e-01 6.6667e-01 8.0000e-01 8.0000e-01 7.5000e-01 8.0000e-01 8.0000e-01 8.3333e-01 8.0000e-01 8.0000e-01 8.0000e-01 8.7500e-01 8.0000e-01 8.0000e-01 7.5000e-01 8.0000e-01 8.0000e-01 0.0000e+00 8.0000e-01 8.0000e-01 8.0000e-01 8.0000e-01 8.0000e-01 9.0000e-01 8.0000e-01 8.0000e-01 6.6667e-01 8.0000e-01 8.0000e-01 6.6667e-01 8.0000e-01 8.0000e-01 7.5000e-01 8.0000e-01 8.0000e-01 0.0000e+00 8.0000e-01 8.0000e-01 8.0000e-01 8.0000e-01 8.0000e-01 9.0000e-01 8.0000e-01 8.0000e-01 6.6667e-01 8.0000e-01 8.0000e-01 0.0000e+00 8.0000e-01 8.0000e-01 8.0000e-01 8.0000e-01 8.0000e-01 8.5714e-01 8.0000e-01 8.0000e-01 9.5652e-01 8.0000e-01 8.0000e-01 5.0000e-01 8.0000e-01 8.0000e-01 0.0000e+00 8.0000e-01 8.0000e-01 8.0000e-01 8.0000e-01 8.0000e-01
8.0000e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.0000e-01 0.0000e+00 3.3333e-01 8.8889e-01 0.0000e+00 3.3333e-01 9.2857e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.7500e-01 0.0000e+00 3.3333e-01 9.0000e-01 0.0000e+00 3.3333e-01 3.3333e-01 9.1667e-01 0.0000e+00 3.3333e-01 8.7500e-01 0.0000e+00 3.3333e-01 8.0000e-01 0.0000e+00 3.3333e-01 8.8889e-01 0.0000e+00 3.3333e-01 9.2857e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.7500e-01 0.0000e+00 3.3333e-01 8.0000e-01 0.0000e+00 3.3333e-01 8.8889e-01 0.0000e+00 3.3333e-01 9.2857e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.0000e-01 0.0000e+00 3.3333e-01 8.8889e-01 0.0000e+00 3.3333e-01 9.0909e-01 0.0000e+00 3.3333e-01 9.6296e-01 0.0000e+00 3.3333e-01 8.3333e-01 0.0000e+00 3.3333e-01 8.0000e-01 0.0000e+00 3.3333e-01 8.8889e-01 0.0000e+00 3.3333e-01
8.0000e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00 9.2857e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.7500e-01 3.3333e-01 0.0000e+00 9.0000e-01 3.3333e-01 0.0000e+00 3.3333e-01 9.1667e-01 3.3333e-01 0.0000e+00 8.7500e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00 9.2857e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.7500e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00 9.2857e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00 9.0909e-01 3.3333e-01 0.0000e+00 9.6296e-01 3.3333e-01 0.0000e+00 8.3333e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00
8.0000e-01 8.8889e-01 8.8889e-01 6.6667e-01 8.8889e-01 8.8889e-01 8.0000e-01 8.8889e-01 8.8889e-01 3.3333e-01 8.8889e-01 8.8889e-01 6.3636e-01 8.8889e-01 8.8889e-01 6.6667e-01 8.8889e-01 8.8889e-01 8.5714e-01 8.8889e-01 8.8889e-01 8.7500e-01 8.8889e-01 8.8889e-01 7.7778e-01 8.8889e-01 8.8889e-01 8.8889e-01 8.1818e-01 8.8889e-01 8.8889e-01 8.7500e-01 8.8889e-01 8.8889e-01 8.0000e-01 8.8889e-01 8.8889e-01 3.3333e-01 8.8889e-01 8.8889e-01 6.3636e-01 8.8889e-01 8.8889e-01 6.6667e-01 8.8889e-01 8.8889e-01 8.5714e-01 8.8889e-01 8.8889e-01 8.7500e-01 8.8889e-01 8.8889e-01 8.0000e-01 8.8889e-01 8.8889e-01 3.3333e-01 8.8889e-01 8.8889e-01 6.3636e-01 8.8889e-01 8.8889e-01 6.6667e-01 8.8889e-01 8.8889e-01 8.0000e-01 8.8889e-01 8.8889e-01 0.0000e+00 8.8889e-01 8.8889e-01 5.0000e-01 8.8889e-01 8.8889e-01 8.3333e-01 8.8889e-01 8.8889e-01 8.3333e-01 8.8889e-01 8.8889e-01 8.0000e-01 8.8889e-01 8.8889e-01 7.5000e-01 8.8889e-01 8.8889e-01
8.0000e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.0000e-01 0.0000e+00 3.3333e-01 8.8889e-01 0.0000e+00 3.3333e-01 9.2857e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.7500e-01 0.0000e+00 3.3333e-01 9.0000e-01 0.0000e+00 3.3333e-01 3.3333e-01 9.1667e-01 0.0000e+00 3.3333e-01 8.7500e-01 0.0000e+00 3.3333e-01 8.0000e-01 0.0000e+00 3.3333e-01 8.8889e-01 0.0000e+00 3.3333e-01 9.2857e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.7500e-01 0.0000e+00 3.3333e-01 8.0000e-01 0.0000e+00 3.3333e-01 8.8889e-01 0.0000e+00 3.3333e-01 9.2857e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.0000e-01 0.0000e+00 3.3333e-01 8.8889e-01 0.0000e+00 3.3333e-01 9.0909e-01 0.0000e+00 3.3333e-01 9.6296e-01 0.0000e+00 3.3333e-01 8.3333e-01 0.0000e+00 3.3333e-01 8.0000e-01 0.0000e+00 3.3333e-01 8.8889e-01 0.0000e+00 3.3333e-01
8.0000e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00 9.2857e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.7500e-01 3.3333e-01 0.0000e+00 9.0000e-01 3.3333e-01 0.0000e+00 3.3333e-01 9.1667e-01 3.3333e-01 0.0000e+00 8.7500e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00 9.2857e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.7500e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00 9.2857e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00 9.0909e-01 3.3333e-01 0.0000e+00 9.6296e-01 3.3333e-01 0.0000e+00 8.3333e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00
8.5714e-01 9.0909e-01 9.0909e-01 8.8889e-01 9.0909e-01 9.0909e-01 8.5714e-01 9.0909e-01 9.0909e-01 6.6667e-01 9.0909e-01 9.0909e-01 7.8571e-01 9.0909e-01 9.0909e-01 8.8889e-01 9.0909e-01 9.0909e-01 8.8889e-01 9.0909e-01 9.0909e-01 9.0000e-01 9.0909e-01 9.0909e-01 8.1818e-01 9.0909e-01 9.0909e-01 9.0909e-01 8.4615e-01 9.0909e-01 9.0909e-01 9.0000e-01 9.0909e-01 9.0909e-01 8.5714e-01 9.0909e-01 9.0909e-01 6.6667e-01 9.0909e-01 9.0909e-01 7.8571e-01 9.0909e-01 9.0909e-01 8.8889e-01 9.0909e-01 9.0909e-01 8.8889e-01 9.0909e-01 9.0909e-01 9.0000e-01 9.0909e-01 9.0909e-01 8.5714e-01 9.0909e-01 9.0909e-01 6.6667e-01 9.0909e-01 9.0909e-01 7.8571e-01 9.0909e-01 9.0909e-01 8.8889e-01 9.0909e-01 9.0909e-01 8.5714e-01 9.0909e-01 9.0909e-01 5.0000e-01 9.0909e-01 9.0909e-01 0.0000e+00 9.0909e-01 9.0909e-01 6.9565e-01 9.0909e-01 9.0909e-01 8.7500e-01 9.0909e-01 9.0909e-01 8.5714e-01 9.0909e-01 9.0909e-01 9.0909e-01 9.0909e-01 9.0909e-01
8.0000e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.0000e-01 0.0000e+00 3.3333e-01 8.8889e-01 0.0000e+00 3.3333e-01 9.2857e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.7500e-01 0.0000e+00 3.3333e-01 9.0000e-01 0.0000e+00 3.3333e-01 3.3333e-01 9.1667e-01 0.0000e+00 3.3333e-01 8.7500e-01 0.0000e+00 3.3333e-01 8.0000e-01 0.0000e+00 3.3333e-01 8.8889e-01 0.0000e+00 3.3333e-01 9.2857e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.7500e-01 0.0000e+00 3.3333e-01 8.0000e-01 0.0000e+00 3.3333e-01 8.8889e-01 0.0000e+00 3.3333e-01 9.2857e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.0000e-01 0.0000e+00 3.3333e-01 8.8889e-01 0.0000e+00 3.3333e-01 9.0909e-01 0.0000e+00 3.3333e-01 9.6296e-01 0.0000e+00 3.3333e-01 8.3333e-01 0.0000e+00 3.3333e-01 8.0000e-01 0.0000e+00 3.3333e-01 8.8889e-01 0.0000e+00 3.3333e-01
8.0000e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00 9.2857e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.7500e-01 3.3333e-01 0.0000e+00 9.0000e-01 3.3333e-01 0.0000e+00 3.3333e-01 9.1667e-01 3.3333e-01 0.0000e+00 8.7500e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00 9.2857e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.7500e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00 9.2857e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00 9.0909e-01 3.3333e-01 0.0000e+00 9.6296e-01 3.3333e-01 0.0000e+00 8.3333e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00
9.5652e-01 9.6296e-01 9.6296e-01 9.6000e-01 9.6296e-01 9.6296e-01 9.5652e-01 9.6296e-01 9.6296e-01 8.8000e-01 9.6296e-01 9.6296e-01 8.2143e-01 9.6296e-01 9.6296e-01 9.6000e-01 9.6296e-01 9.6296e-01 9.6000e-01 9.6296e-01 9.6296e-01 9.6154e-01 9.6296e-01 9.6296e-01 9.2593e-01 9.6296e-01 9.6296e-01 9.6296e-01 9.3103e-01 9.6296e-01 9.6296e-01 9.6154e-01 9.6296e-01 9.6296e-01 9.5652e-01 9.6296e-01 9.6296e-01 8.8000e-01 9.6296e-01 9.6296e-01 8.2143e-01 9.6296e-01 9.6296e-01 9.6000e-01 9.6296e-01 9.6296e-01 9.6000e-01 9.6296e-01 9.6296e-01 9.6154e-01 9.6296e-01 9.6296e-01 9.5652e-01 9.6296e-01 9.6296e-01 8.8000e-01 9.6296e-01 9.6296e-01 8.2143e-01 9.6296e-01 9.6296e-01 9.6000e-01 9.6296e-01 9.6296e-01 9.5652e-01 9.6296e-01 9.6296e-01 8.3333e-01 9.6296e-01 9.6296e-01 6.9565e-01 9.6296e-01 9.6296e-01 0.0000e+00 9.6296e-01 9.6296e-01 9.5833e-01 9.6296e-01 9.6296e-01 9.5652e-01 9.6296e-01 9.6296e-01 9.6296e-01 9.6296e-01 9.6296e-01
8.0000e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.0000e-01 0.0000e+00 3.3333e-01 8.8889e-01 0.0000e+00 3.3333e-01 9.2857e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.7500e-01 0.0000e+00 3.3333e-01 9.0000e-01 0.0000e+00 3.3333e-01 3.3333e-01 9.1667e-01 0.0000e+00 3.3333e-01 8.7500e-01 0.0000e+00 3.3333e-01 8.0000e-01 0.0000e+00 3.3333e-01 8.8889e-01 0.0000e+00 3.3333e-01 9.2857e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.7500e-01 0.0000e+00 3.3333e-01 8.0000e-01 0.0000e+00 3.3333e-01 8.8889e-01 0.0000e+00 3.3333e-01 9.2857e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.0000e-01 0.0000e+00 3.3333e-01 8.8889e-01 0.0000e+00 3.3333e-01 9.0909e-01 0.0000e+00 3.3333e-01 9.6296e-01 0.0000e+00 3.3333e-01 8.3333e-01 0.0000e+00 3.3333e-01 8.0000e-01 0.0000e+00 3.3333e-01 8.8889e-01 0.0000e+00 3.3333e-01
8.0000e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00 9.2857e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.7500e-01 3.3333e-01 0.0000e+00 9.0000e-01 3.3333e-01 0.0000e+00 3.3333e-01 9.1667e-01 3.3333e-01 0.0000e+00 8.7500e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00 9.2857e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.7500e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00 9.2857e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00 9.0909e-01 3.3333e-01 0.0000e+00 9.6296e-01 3.3333e-01 0.0000e+00 8.3333e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00
5.0000e-01 8.3333e-01 8.3333e-01 7.5000e-01 8.3333e-01 8.3333e-01 5.0000e-01 8.3333e-01 8.3333e-01 8.3333e-01 8.3333e-01 8.3333e-01 9.0909e-01 8.3333e-01 8.3333e-01 3.3333e-01 8.3333e-01 8.3333e-01 7.5000e-01 8.3333e-01 8.3333e-01 8.0000e-01 8.3333e-01 8.3333e-01 8.5714e-01 8.3333e-01 8.3333e-01 8.3333e-01 8.8889e-01 8.3333e-01 8.3333e-01 8.0000e-01 8.3333e-01 8.3333e-01 5.0000e-01 8.3333e-01 8.3333e-01 8.3333e-01 8.3333e-01 8.3333e-01 9.0909e-01 8.3333e-01 8.3333e-01 3.3333e-01 8.3333e-01 8.3333e-01 7.5000e-01 8.3333e-01 8.3333e-01 8.0000e-01 8.3333e-01 8.3333e-01 5.0000e-01 8.3333e-01 8.3333e-01 8.3333e-01 8.3333e-01 8.3333e-01 9.0909e-01 8.3333e-01 8.3333e-01 3.3333e-01 8.3333e-01 8.3333e-01 5.0000e-01 8.3333e-01 8.3333e-01 8.3333e-01 8.3333e-01 8.3333e-01 8.7500e-01 8.3333e-01 8.3333e-01 9.5833e-01 8.3333e-01 8.3333e-01 0.0000e+00 8.3333e-01 8.3333e-01 5.0000e-01 8.3333e-01 8.3333e-01 8.3333e-01 8.3333e-01 8.3333e-01
8.0000e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.0000e-01 0.0000e+00 3.3333e-01 8.8889e-01 0.0000e+00 3.3333e-01 9.2857e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.7500e-01 0.0000e+00 3.3333e-01 9.0000e-01 0.0000e+00 3.3333e-01 3.3333e-01 9.1667e-01 0.0000e+00 3.3333e-01 8.7500e-01 0.0000e+00 3.3333e-01 8.0000e-01 0.0000e+00 3.3333e-01 8.8889e-01 0.0000e+00 3.3333e-01 9.2857e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.7500e-01 0.0000e+00 3.3333e-01 8.0000e-01 0.0000e+00 3.3333e-01 8.8889e-01 0.0000e+00 3.3333e-01 9.2857e-01 0.0000e+00 3.3333e-01 8.5714e-01 0.0000e+00 3.3333e-01 8.0000e-01 0.0000e+00 3.3333e-01 8.8889e-01 0.0000e+00 3.3333e-01 9.0909e-01 0.0000e+00 3.3333e-01 9.6296e-01 0.0000e+00 3.3333e-01 8.3333e-01 0.0000e+00 3.3333e-01 8.0000e-01 0.0000e+00 3.3333e-01 8.8889e-01 0.0000e+00 3.3333e-01
8.0000e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00 9.2857e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.7500e-01 3.3333e-01 0.0000e+00 9.0000e-01 3.3333e-01 0.0000e+00 3.3333e-01 9.1667e-01 3.3333e-01 0.0000e+00 8.7500e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00 9.2857e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.7500e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00 9.2857e-01 3.3333e-01 0.0000e+00 8.5714e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00 9.0909e-01 3.3333e-01 0.0000e+00 9.6296e-01 3.3333e-01 0.0000e+00 8.3333e-01 3.3333e-01 0.0000e+00 8.0000e-01 3.3333e-01 0.0000e+00 8.8889e-01 3.3333e-01 0.0000e+00
0.0000e+00 8.0000e-01 8.0000e-01 6.6667e-01 8.0000e-01 8.0000e-01 0.0000e+00 8.0000e-01 8.0000e-01 8.0000e-01 8.0000e-01 8.0000e-01 9.0000e-01 8.0000e-01 8.0000e-01 6.6667e-01 8.0000e-01 8.0000e-01 6.6667e-01 8.0000e-01 8.0000e-01 7.5000e-01 8.0000e-01 8.0000e-01 8.3333e-01 8.0000e-01 8.0000e-01 8.0000e-01 8.7500e-01 8.0000e-01 8.0000e-01 7.5000e-01 8.0000e-01 8.0000e-01 0.0000e+00 8.0000e-01 8.0000e-01 8.0000e-01 8.0000e-01 8.0000e-01 9.0000e-01 8.0000e-01 8.0000e-01 6.6667e-01 8.0000e-01 8.0000e-01 6.6667e-01 8.0000e-01 8.0000e-01 7.5000e-01 8.0000e-01 8.0000e-01 0.0000e+00 8.0000e-01 8.0000e-01 8.0000e-01 8.0000e-01 8.0000e-01 9.0000e-01 8.0000e-01 8.0000e-01 6.6667e-01 8.0000e-01 8.0000e-01 0.0000e+00 8.0000e-01 8.0000e-01 8.0000e-01 8.0000e-01 8.0000e-01 8.5714e-01 8.0000e-01 8.0000e-01 9.5652e-01 8.0000e-01 8.0000e-01 5.0000e-01 8.0000e-01 8.0000e-01 0.0000e+00 8.0000e-01 8.0000e-01 8.0000e-01 8.0000e-01 8.0000e-01
